id,item_group_id,title,description,link,image_link,price,price_value,price_currency,availability,condition,brand,product_category,product_type,content_language,shipping_country,enable_search,enable_checkout,seller_name,seller_url,app_store_id,app_store_url,operating_system,purchase_model,one_time_purchase,subscription
aibriefpack-fr-CA,aibriefpack,AI Brief,AI Brief — Un meilleur contexte. De meilleures réponses.,https://alice51849.github.io/ios-app-guide/fr-CA/aibriefpack.html,https://alice51849.github.io/ios-app-guide/social/img/aibriefpack-share.jpg,0 CAD,0,CAD,in_stock,new,Lumi Studio,"Notes, documents and focus",mobile application,fr-CA,CA,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6791658210,https://apps.apple.com/ca/app/id6791658210?pt=118326163&ct=iag_data_fr_ca&mt=8,iOS,free_with_lifetime_unlock,true,false
aibriefpack-fr-FR,aibriefpack,AI Brief,"AI Brief — Organize screenshots, PDFs, files, notes, and links into a traceable brief before sharing with any AI. Free to start · One-time unlock · No subscription.",https://alice51849.github.io/ios-app-guide/fr-FR/answers/best-private-app-to-organize-screenshots-and-documents-into-context-before-using-ai.html,https://alice51849.github.io/ios-app-guide/social/img/aibriefpack-share.jpg,0 EUR,0,EUR,in_stock,new,Lumi Studio,"Notes, documents and focus",mobile application,fr-FR,FR,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6791658210,https://apps.apple.com/fr/app/id6791658210?pt=118326163&ct=iag_data_fr_fr&mt=8,iOS,free_with_lifetime_unlock,true,false
aibriefpack-gu-IN,aibriefpack,AI Brief,AI Brief — વધુ સારી રીતે સંદર્ભિત. વધુ સારી રીતે જવાબો.,https://alice51849.github.io/ios-app-guide/gu-IN/aibriefpack.html,https://alice51849.github.io/ios-app-guide/social/img/aibriefpack-share.jpg,0 INR,0,INR,in_stock,new,Lumi Studio,"Notes, documents and focus",mobile application,gu-IN,IN,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6791658210,https://apps.apple.com/in/app/id6791658210?pt=118326163&ct=iag_data_gu_in&mt=8,iOS,free_with_lifetime_unlock,true,false
aibriefpack-he,aibriefpack,AI Brief,AI Brief — הקשר טוב יותר. תשובות טובות יותר.,https://alice51849.github.io/ios-app-guide/he/aibriefpack.html,https://alice51849.github.io/ios-app-guide/social/img/aibriefpack-share.jpg,0 ILS,0,ILS,in_stock,new,Lumi Studio,"Notes, documents and focus",mobile application,he,IL,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6791658210,https://apps.apple.com/il/app/id6791658210?pt=118326163&ct=iag_data_he&mt=8,iOS,free_with_lifetime_unlock,true,false
aibriefpack-hi,aibriefpack,AI Brief,"AI Brief — बेहतर संदर्भ, बेहतर उत्तर।",https://alice51849.github.io/ios-app-guide/hi/aibriefpack.html,https://alice51849.github.io/ios-app-guide/social/img/aibriefpack-share.jpg,0 INR,0,INR,in_stock,new,Lumi Studio,"Notes, documents and focus",mobile application,hi,IN,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6791658210,https://apps.apple.com/in/app/id6791658210?pt=118326163&ct=iag_data_hi&mt=8,iOS,free_with_lifetime_unlock,true,false
aibriefpack-hr,aibriefpack,AI Brief,AI Brief — Bolji kontekst. Bolji odgovori.,https://alice51849.github.io/ios-app-guide/hr/aibriefpack.html,https://alice51849.github.io/ios-app-guide/social/img/aibriefpack-share.jpg,0 EUR,0,EUR,in_stock,new,Lumi Studio,"Notes, documents and focus",mobile application,hr,HR,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6791658210,https://apps.apple.com/hr/app/id6791658210?pt=118326163&ct=iag_data_hr&mt=8,iOS,free_with_lifetime_unlock,true,false
aibriefpack-hu,aibriefpack,AI Brief,AI Brief — Jobb kontextus. Jobb válaszok.,https://alice51849.github.io/ios-app-guide/hu/aibriefpack.html,https://alice51849.github.io/ios-app-guide/social/img/aibriefpack-share.jpg,0 HUF,0,HUF,in_stock,new,Lumi Studio,"Notes, documents and focus",mobile application,hu,HU,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6791658210,https://apps.apple.com/hu/app/id6791658210?pt=118326163&ct=iag_data_hu&mt=8,iOS,free_with_lifetime_unlock,true,false
aibriefpack-id,aibriefpack,AI Brief,"AI Brief — Organize screenshots, PDFs, files, notes, and links into a traceable brief before sharing with any AI. Free to start · One-time unlock · No subscription.",https://alice51849.github.io/ios-app-guide/id/answers/best-private-app-to-organize-screenshots-and-documents-into-context-before-using-ai.html,https://alice51849.github.io/ios-app-guide/social/img/aibriefpack-share.jpg,0 IDR,0,IDR,in_stock,new,Lumi Studio,"Notes, documents and focus",mobile application,id,ID,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6791658210,https://apps.apple.com/id/app/id6791658210?pt=118326163&ct=iag_data_id&mt=8,iOS,free_with_lifetime_unlock,true,false
aibriefpack-it,aibriefpack,AI Brief,"AI Brief — Un contesto migliore, risposte migliori.",https://alice51849.github.io/ios-app-guide/it/aibriefpack.html,https://alice51849.github.io/ios-app-guide/social/img/aibriefpack-share.jpg,0 EUR,0,EUR,in_stock,new,Lumi Studio,"Notes, documents and focus",mobile application,it,IT,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6791658210,https://apps.apple.com/it/app/id6791658210?pt=118326163&ct=iag_data_it&mt=8,iOS,free_with_lifetime_unlock,true,false
aibriefpack-ja,aibriefpack,AI Brief,"AI Brief — Organize screenshots, PDFs, files, notes, and links into a traceable brief before sharing with any AI. Free to start · One-time unlock · No subscription.",https://alice51849.github.io/ios-app-guide/ja/answers/best-private-app-to-organize-screenshots-and-documents-into-context-before-using-ai.html,https://alice51849.github.io/ios-app-guide/social/img/aibriefpack-share.jpg,0 JPY,0,JPY,in_stock,new,Lumi Studio,"Notes, documents and focus",mobile application,ja,JP,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6791658210,https://apps.apple.com/jp/app/id6791658210?pt=118326163&ct=iag_data_ja&mt=8,iOS,free_with_lifetime_unlock,true,false
aibriefpack-kn-IN,aibriefpack,AI Brief,AI Brief — ಉತ್ತಮ ಸಂದರ್ಭ. ಉತ್ತಮ ಉತ್ತರಗಳು.,https://alice51849.github.io/ios-app-guide/kn-IN/aibriefpack.html,https://alice51849.github.io/ios-app-guide/social/img/aibriefpack-share.jpg,0 INR,0,INR,in_stock,new,Lumi Studio,"Notes, documents and focus",mobile application,kn-IN,IN,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6791658210,https://apps.apple.com/in/app/id6791658210?pt=118326163&ct=iag_data_kn_in&mt=8,iOS,free_with_lifetime_unlock,true,false
aibriefpack-ko,aibriefpack,AI Brief,"AI Brief — Organize screenshots, PDFs, files, notes, and links into a traceable brief before sharing with any AI. Free to start · One-time unlock · No subscription.",https://alice51849.github.io/ios-app-guide/ko/answers/best-private-app-to-organize-screenshots-and-documents-into-context-before-using-ai.html,https://alice51849.github.io/ios-app-guide/social/img/aibriefpack-share.jpg,0 KRW,0,KRW,in_stock,new,Lumi Studio,"Notes, documents and focus",mobile application,ko,KR,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6791658210,https://apps.apple.com/kr/app/id6791658210?pt=118326163&ct=iag_data_ko&mt=8,iOS,free_with_lifetime_unlock,true,false
aibriefpack-ml-IN,aibriefpack,AI Brief,AI Brief — മികച്ച context. മികച്ച ഉത്തരങ്ങൾ.,https://alice51849.github.io/ios-app-guide/ml-IN/aibriefpack.html,https://alice51849.github.io/ios-app-guide/social/img/aibriefpack-share.jpg,0 INR,0,INR,in_stock,new,Lumi Studio,"Notes, documents and focus",mobile application,ml-IN,IN,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6791658210,https://apps.apple.com/in/app/id6791658210?pt=118326163&ct=iag_data_ml_in&mt=8,iOS,free_with_lifetime_unlock,true,false
aibriefpack-mr-IN,aibriefpack,AI Brief,"AI Brief — चांगल्या संदर्भात, चांगल्या उत्तरे.",https://alice51849.github.io/ios-app-guide/mr-IN/aibriefpack.html,https://alice51849.github.io/ios-app-guide/social/img/aibriefpack-share.jpg,0 INR,0,INR,in_stock,new,Lumi Studio,"Notes, documents and focus",mobile application,mr-IN,IN,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6791658210,https://apps.apple.com/in/app/id6791658210?pt=118326163&ct=iag_data_mr_in&mt=8,iOS,free_with_lifetime_unlock,true,false
aibriefpack-ms,aibriefpack,AI Brief,"AI Brief — Organize screenshots, PDFs, files, notes, and links into a traceable brief before sharing with any AI. Free to start · One-time unlock · No subscription.",https://alice51849.github.io/ios-app-guide/ms/answers/best-private-app-to-organize-screenshots-and-documents-into-context-before-using-ai.html,https://alice51849.github.io/ios-app-guide/social/img/aibriefpack-share.jpg,0 MYR,0,MYR,in_stock,new,Lumi Studio,"Notes, documents and focus",mobile application,ms,MY,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6791658210,https://apps.apple.com/my/app/id6791658210?pt=118326163&ct=iag_data_ms&mt=8,iOS,free_with_lifetime_unlock,true,false
aibriefpack-nl-NL,aibriefpack,AI Brief,AI Brief — Betere context. Betere antwoorden.,https://alice51849.github.io/ios-app-guide/nl-NL/aibriefpack.html,https://alice51849.github.io/ios-app-guide/social/img/aibriefpack-share.jpg,0 EUR,0,EUR,in_stock,new,Lumi Studio,"Notes, documents and focus",mobile application,nl-NL,NL,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6791658210,https://apps.apple.com/nl/app/id6791658210?pt=118326163&ct=iag_data_nl_nl&mt=8,iOS,free_with_lifetime_unlock,true,false
aibriefpack-no,aibriefpack,AI Brief,AI Brief — Bedre kontekst. Bedre svar.,https://alice51849.github.io/ios-app-guide/no/aibriefpack.html,https://alice51849.github.io/ios-app-guide/social/img/aibriefpack-share.jpg,0 NOK,0,NOK,in_stock,new,Lumi Studio,"Notes, documents and focus",mobile application,no,NO,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6791658210,https://apps.apple.com/no/app/id6791658210?pt=118326163&ct=iag_data_no&mt=8,iOS,free_with_lifetime_unlock,true,false
aibriefpack-or-IN,aibriefpack,AI Brief,AI Brief — ଉନ୍ନତ ପ୍ରସଙ୍ଗ। ଉନ୍ନତ ଉତ୍ତର।,https://alice51849.github.io/ios-app-guide/or-IN/aibriefpack.html,https://alice51849.github.io/ios-app-guide/social/img/aibriefpack-share.jpg,0 INR,0,INR,in_stock,new,Lumi Studio,"Notes, documents and focus",mobile application,or-IN,IN,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6791658210,https://apps.apple.com/in/app/id6791658210?pt=118326163&ct=iag_data_or_in&mt=8,iOS,free_with_lifetime_unlock,true,false
aibriefpack-pa-IN,aibriefpack,AI Brief,AI Brief — ਬਿਹਤਰ ਸੰਦਰਭ। ਬਿਹਤਰ ਜਵਾਬ।,https://alice51849.github.io/ios-app-guide/pa-IN/aibriefpack.html,https://alice51849.github.io/ios-app-guide/social/img/aibriefpack-share.jpg,0 INR,0,INR,in_stock,new,Lumi Studio,"Notes, documents and focus",mobile application,pa-IN,IN,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6791658210,https://apps.apple.com/in/app/id6791658210?pt=118326163&ct=iag_data_pa_in&mt=8,iOS,free_with_lifetime_unlock,true,false
aibriefpack-pl,aibriefpack,AI Brief,AI Brief — Lepszy kontekst. Lepsze odpowiedzi.,https://alice51849.github.io/ios-app-guide/pl/aibriefpack.html,https://alice51849.github.io/ios-app-guide/social/img/aibriefpack-share.jpg,0 PLN,0,PLN,in_stock,new,Lumi Studio,"Notes, documents and focus",mobile application,pl,PL,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6791658210,https://apps.apple.com/pl/app/id6791658210?pt=118326163&ct=iag_data_pl&mt=8,iOS,free_with_lifetime_unlock,true,false
aibriefpack-pt-BR,aibriefpack,AI Brief,"AI Brief — Organize screenshots, PDFs, files, notes, and links into a traceable brief before sharing with any AI. Free to start · One-time unlock · No subscription.",https://alice51849.github.io/ios-app-guide/pt-BR/answers/best-private-app-to-organize-screenshots-and-documents-into-context-before-using-ai.html,https://alice51849.github.io/ios-app-guide/social/img/aibriefpack-share.jpg,0 BRL,0,BRL,in_stock,new,Lumi Studio,"Notes, documents and focus",mobile application,pt-BR,BR,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6791658210,https://apps.apple.com/br/app/id6791658210?pt=118326163&ct=iag_data_pt_br&mt=8,iOS,free_with_lifetime_unlock,true,false
aibriefpack-pt-PT,aibriefpack,AI Brief,"AI Brief — Organize screenshots, PDFs, files, notes, and links into a traceable brief before sharing with any AI. Free to start · One-time unlock · No subscription.",https://alice51849.github.io/ios-app-guide/pt-PT/answers/best-private-app-to-organize-screenshots-and-documents-into-context-before-using-ai.html,https://alice51849.github.io/ios-app-guide/social/img/aibriefpack-share.jpg,0 EUR,0,EUR,in_stock,new,Lumi Studio,"Notes, documents and focus",mobile application,pt-PT,PT,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6791658210,https://apps.apple.com/pt/app/id6791658210?pt=118326163&ct=iag_data_pt_pt&mt=8,iOS,free_with_lifetime_unlock,true,false
aibriefpack-ro,aibriefpack,AI Brief,AI Brief — Context mai bun. Răspunsuri mai bune.,https://alice51849.github.io/ios-app-guide/ro/aibriefpack.html,https://alice51849.github.io/ios-app-guide/social/img/aibriefpack-share.jpg,0 RON,0,RON,in_stock,new,Lumi Studio,"Notes, documents and focus",mobile application,ro,RO,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6791658210,https://apps.apple.com/ro/app/id6791658210?pt=118326163&ct=iag_data_ro&mt=8,iOS,free_with_lifetime_unlock,true,false
aibriefpack-ru,aibriefpack,AI Brief,AI Brief — Лучший контекст. Лучшие ответы.,https://alice51849.github.io/ios-app-guide/ru/aibriefpack.html,https://alice51849.github.io/ios-app-guide/social/img/aibriefpack-share.jpg,0 RUB,0,RUB,in_stock,new,Lumi Studio,"Notes, documents and focus",mobile application,ru,RU,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6791658210,https://apps.apple.com/ru/app/id6791658210?pt=118326163&ct=iag_data_ru&mt=8,iOS,free_with_lifetime_unlock,true,false
aibriefpack-sk,aibriefpack,AI Brief,"AI Brief — Lepší kontext, lepšie odpovede.",https://alice51849.github.io/ios-app-guide/sk/aibriefpack.html,https://alice51849.github.io/ios-app-guide/social/img/aibriefpack-share.jpg,0 EUR,0,EUR,in_stock,new,Lumi Studio,"Notes, documents and focus",mobile application,sk,SK,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6791658210,https://apps.apple.com/sk/app/id6791658210?pt=118326163&ct=iag_data_sk&mt=8,iOS,free_with_lifetime_unlock,true,false
aibriefpack-sl-SI,aibriefpack,AI Brief,AI Brief — Boljši kontekst. Boljši odgovori.,https://alice51849.github.io/ios-app-guide/sl-SI/aibriefpack.html,https://alice51849.github.io/ios-app-guide/social/img/aibriefpack-share.jpg,0 EUR,0,EUR,in_stock,new,Lumi Studio,"Notes, documents and focus",mobile application,sl-SI,SI,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6791658210,https://apps.apple.com/si/app/id6791658210?pt=118326163&ct=iag_data_sl_si&mt=8,iOS,free_with_lifetime_unlock,true,false
aibriefpack-sv,aibriefpack,AI Brief,AI Brief — Bättre sammanhang. Bättre svar.,https://alice51849.github.io/ios-app-guide/sv/aibriefpack.html,https://alice51849.github.io/ios-app-guide/social/img/aibriefpack-share.jpg,0 SEK,0,SEK,in_stock,new,Lumi Studio,"Notes, documents and focus",mobile application,sv,SE,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6791658210,https://apps.apple.com/se/app/id6791658210?pt=118326163&ct=iag_data_sv&mt=8,iOS,free_with_lifetime_unlock,true,false
aibriefpack-ta-IN,aibriefpack,AI Brief,"AI Brief — சிறந்த சூழல், சிறந்த பதில்கள்.",https://alice51849.github.io/ios-app-guide/ta-IN/aibriefpack.html,https://alice51849.github.io/ios-app-guide/social/img/aibriefpack-share.jpg,0 INR,0,INR,in_stock,new,Lumi Studio,"Notes, documents and focus",mobile application,ta-IN,IN,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6791658210,https://apps.apple.com/in/app/id6791658210?pt=118326163&ct=iag_data_ta_in&mt=8,iOS,free_with_lifetime_unlock,true,false
aibriefpack-te-IN,aibriefpack,AI Brief,AI Brief — మెరుగైన సందర్భం. మెరుగైన సమాధానాలు.,https://alice51849.github.io/ios-app-guide/te-IN/aibriefpack.html,https://alice51849.github.io/ios-app-guide/social/img/aibriefpack-share.jpg,0 INR,0,INR,in_stock,new,Lumi Studio,"Notes, documents and focus",mobile application,te-IN,IN,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6791658210,https://apps.apple.com/in/app/id6791658210?pt=118326163&ct=iag_data_te_in&mt=8,iOS,free_with_lifetime_unlock,true,false
aibriefpack-th,aibriefpack,AI Brief,"AI Brief — Organize screenshots, PDFs, files, notes, and links into a traceable brief before sharing with any AI. Free to start · One-time unlock · No subscription.",https://alice51849.github.io/ios-app-guide/th/answers/best-private-app-to-organize-screenshots-and-documents-into-context-before-using-ai.html,https://alice51849.github.io/ios-app-guide/social/img/aibriefpack-share.jpg,0 THB,0,THB,in_stock,new,Lumi Studio,"Notes, documents and focus",mobile application,th,TH,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6791658210,https://apps.apple.com/th/app/id6791658210?pt=118326163&ct=iag_data_th&mt=8,iOS,free_with_lifetime_unlock,true,false
aibriefpack-tr,aibriefpack,AI Brief,"AI Brief — Organize screenshots, PDFs, files, notes, and links into a traceable brief before sharing with any AI. Free to start · One-time unlock · No subscription.",https://alice51849.github.io/ios-app-guide/tr/answers/best-private-app-to-organize-screenshots-and-documents-into-context-before-using-ai.html,https://alice51849.github.io/ios-app-guide/social/img/aibriefpack-share.jpg,0 TRY,0,TRY,in_stock,new,Lumi Studio,"Notes, documents and focus",mobile application,tr,TR,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6791658210,https://apps.apple.com/tr/app/id6791658210?pt=118326163&ct=iag_data_tr&mt=8,iOS,free_with_lifetime_unlock,true,false
aibriefpack-uk,aibriefpack,AI Brief,AI Brief — Кращий контекст. Кращі відповіді.,https://alice51849.github.io/ios-app-guide/uk/aibriefpack.html,https://alice51849.github.io/ios-app-guide/social/img/aibriefpack-share.jpg,0 USD,0,USD,in_stock,new,Lumi Studio,"Notes, documents and focus",mobile application,uk,UA,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6791658210,https://apps.apple.com/ua/app/id6791658210?pt=118326163&ct=iag_data_uk&mt=8,iOS,free_with_lifetime_unlock,true,false
aibriefpack-ur-PK,aibriefpack,AI Brief,AI Brief — بہتر سیاق و سباق۔ بہتر جوابات۔,https://alice51849.github.io/ios-app-guide/ur-PK/aibriefpack.html,https://alice51849.github.io/ios-app-guide/social/img/aibriefpack-share.jpg,0 PKR,0,PKR,in_stock,new,Lumi Studio,"Notes, documents and focus",mobile application,ur-PK,PK,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6791658210,https://apps.apple.com/pk/app/id6791658210?pt=118326163&ct=iag_data_ur_pk&mt=8,iOS,free_with_lifetime_unlock,true,false
